  dataset        a        v       t0  penalty      fit     time   method
 par_sim2220   1.1015   1.3275   0.6143   0.0000   0.7664   0.0040       ML
 par_sim2221   1.3158   1.8281   0.4620   0.0000  -4.4180   0.0030       ML
 par_sim2222   1.7249   0.8001   0.4261   0.0000  46.1102   0.0110       ML
 par_sim2223   0.8581   1.1840   0.4035   0.0000 -14.8160   0.0060       ML
 par_sim2224   1.4939   0.2722   0.3717   0.0000  47.4377   0.0030       ML
 par_sim2225   1.2989   0.4473   0.4317   0.0000  31.1245   0.0030       ML
 par_sim2226   1.9384   0.9738   0.6492   0.0000  44.8268   0.0030       ML
 par_sim2227   1.3922   0.7338   0.5447   0.0000  33.1483   0.0030       ML
 par_sim2228   1.5652   0.7933   0.5074   0.0000  40.1347   0.0030       ML
 par_sim2229   1.3020   1.1030   0.4627   0.0000  15.1406   0.0030       ML
 par_sim223   1.7576   1.7009   0.3029   0.0000  11.7803   0.0030       ML
 par_sim2230   1.6052   0.6520   0.5505   0.0000  45.7495   0.0030       ML
 par_sim2231   1.2796   1.4998   0.4688   0.0000   2.0262   0.0030       ML
 par_sim2232   1.0374   0.6226   0.5555   0.0000  10.2775   0.0020       ML
 par_sim2233   1.2378   0.3902   0.5341   0.0000  29.0858   0.0020       ML
 par_sim2234   1.7763   0.2784   0.5223   0.0000  63.3408   0.0030       ML
 par_sim2235   1.5948   1.3347   0.4761   0.0000  21.6380   0.0020       ML
 par_sim2236   1.3575   0.3518   0.3625   0.0000  38.9939   0.0030       ML
 par_sim2237   1.4365   0.8743   0.5357   0.0000  30.8147   0.0030       ML
 par_sim2238   1.4280   0.7480   0.4450   0.0000  32.3518   0.0030       ML
 par_sim2239   1.4795   1.2848   0.4715   0.0000  19.9444   0.0030       ML
 par_sim224   1.7167   1.0231   0.5750   0.0000  37.9820   0.0030       ML
 par_sim2240   0.9989   1.1439   0.5181   0.0000  -3.2205   0.0030       ML
 par_sim2241   1.4313   0.8572   0.3812   0.0000  32.1712   0.0030       ML
 par_sim2242   1.5395   1.3460   0.5083   0.0000  17.5454   0.0030       ML
 par_sim2243   0.9364   0.9936   0.2438   0.0000  -5.2203   0.0040       ML
 par_sim2244   1.7625   0.7798   0.5358   0.0000  48.7651   0.0030       ML
 par_sim2245   1.4058   0.6662   0.6536   0.0000  34.8422   0.0030       ML
 par_sim2246   1.4219   0.4523   0.3775   0.0000  42.0805   0.0030       ML
 par_sim2247   1.0851   0.8725   0.4848   0.0000   8.0368   0.0030       ML
 par_sim2248   0.9998   1.0322   0.4836   0.0000  -0.6495   0.0030       ML
 par_sim2249   1.0949   1.7466   0.4185   0.0000 -10.5701   0.0040       ML
 par_sim225   1.1538   1.7395   0.5753   0.0000  -8.7385   0.0040       ML
 par_sim2250   0.9663   0.8570   0.4039   0.0000   0.2292   0.0040       ML
 par_sim2251   1.0279   0.3130   0.4881   0.0000  11.0175   0.0030       ML
 par_sim2252   0.9236   1.6443   0.2890   0.0000 -19.5986   0.0060       ML
 par_sim2253   1.1450   1.0943   0.5364   0.0000   8.2269   0.0090       ML
 par_sim2254   1.6149   1.1174   0.4813   0.0000  30.0536   0.0040       ML
 par_sim2255   1.7677   1.2904   0.4021   0.0000  26.8279   0.0050       ML
 par_sim2256   1.7401   1.3387   0.6246   0.0000  25.8141   0.0040       ML
 par_sim2257   1.2046   1.8152   0.5144   0.0000  -8.3052   0.0030       ML
 par_sim2258   1.2123   0.7651   0.4287   0.0000  20.6895   0.0040       ML
 par_sim2259   1.1540   1.1959   0.6682   0.0000   6.1051   0.0030       ML
 par_sim226   1.2085   0.8014   0.5683   0.0000  17.3368   0.0020       ML
 par_sim2260   1.4279   1.7511   0.3539   0.0000   1.0209   0.0030       ML
 par_sim2261   1.1838   1.4841   0.6144   0.0000  -2.2786   0.0040       ML
 par_sim2262   1.2964   1.7063   0.5993   0.0000  -1.7642   0.0030       ML
 par_sim2263   1.1578   1.0890   0.4072   0.0000   8.9362   0.0030       ML
 par_sim2264   1.6020   0.7036   0.6369   0.0000  45.0445   0.0030       ML
 par_sim2265   1.0841   1.1457   0.4755   0.0000   3.4151   0.0030       ML
 par_sim2266   1.5186   0.6153   0.3682   0.0000  42.7616   0.0020       ML
 par_sim2267   1.7118   1.1036   0.5836   0.0000  35.1267   0.0030       ML
 par_sim2268   1.5120   0.9925   0.8226   0.0000  30.6238   0.0030       ML
 par_sim2269   1.4215   1.3191   0.4609   0.0000  14.3391   0.0020       ML
 par_sim227   1.4396   0.2818   0.5390   0.0000  43.9094   0.0040       ML
 par_sim2270   1.6264   1.4868   0.5801   0.0000  16.2355   0.0030       ML
 par_sim2271   1.3181   0.7124   0.3646   0.0000  28.2857   0.0030       ML
 par_sim2272   1.3471   1.0123   0.5347   0.0000  22.3694   0.0030       ML
 par_sim2273   1.3851   1.1866   0.5841   0.0000  18.4746   0.0030       ML
 par_sim2274   1.6609   1.1116   0.4133   0.0000  31.0969   0.0030       ML
 par_sim2275   1.1754   1.8971   0.3617   0.0000 -12.3220   0.0040       ML
 par_sim2276   1.5027   0.8059   0.3834   0.0000  33.1672   0.0030       ML
 par_sim2277   1.4204   1.3875   0.3856   0.0000  13.3416   0.0030       ML
 par_sim2278   1.1162   1.5551   0.4413   0.0000  -4.1229   0.0110       ML
 par_sim2279   1.8298   1.1077   0.4490   0.0000  36.6936   0.0030       ML
 par_sim228   1.6156   0.3689   0.4707   0.0000  51.1598   0.0030       ML
 par_sim2280   1.2437   0.3241   0.5350   0.0000  29.7090   0.0040       ML
 par_sim2281   1.4193   0.9495   0.4217   0.0000  28.4342   0.0030       ML
 par_sim2282   1.5345   1.0471   0.5066   0.0000  27.1503   0.0030       ML
 par_sim2283   1.4327   1.0471   0.5666   0.0000  25.1807   0.0040       ML
 par_sim2284   1.6257   1.7357   0.7683   0.0000   6.7115   0.0030       ML
 par_sim2285   1.2955   1.4744   0.5553   0.0000   6.3137   0.0030       ML
 par_sim2286   1.0317   0.7233   0.5910   0.0000   7.1616   0.0030       ML
 par_sim2287   1.7533   0.7736   0.6569   0.0000  49.0849   0.0030       ML
 par_sim2288   1.6218   0.6979   0.3631   0.0000  45.8954   0.0030       ML
 par_sim2289   1.6220   0.4066   0.5375   0.0000  53.3226   0.0040       ML
 par_sim229   1.1346   1.6947   0.4558   0.0000  -7.4503   0.0040       ML
 par_sim2290   1.4734   1.3146   0.3756   0.0000  18.1716   0.0040       ML
 par_sim2291   1.0299   0.7058   0.5749   0.0000   8.9039   0.0040       ML
 par_sim2292   1.1770   0.6349   0.6245   0.0000  20.2280   0.0040       ML
 par_sim2293   0.8704   0.7590   0.5742   0.0000  -8.9425   0.0040       ML
 par_sim2294   1.9052   1.5318   0.5477   0.0000  21.5845   0.0030       ML
 par_sim2295   1.5363   1.1522   0.7117   0.0000  26.3101   0.0030       ML
 par_sim2296   0.9200   1.9155   0.4453   0.0000 -24.4802   0.0050       ML
 par_sim2297   1.7207   2.2614   0.4763   0.0000  -7.6227   0.0040       ML
 par_sim2298   1.3955   1.5176   0.5755   0.0000   8.6488   0.0030       ML
 par_sim2299   1.4319   0.5258   0.7514   0.0000  39.0341   0.0040       ML
 par_sim23   1.7423   1.2804   0.6437   0.0000  26.8657   0.0030       ML
 par_sim230   1.4125   0.9909   0.4559   0.0000  25.1889   0.0040       ML
 par_sim2300   1.3026   1.4755   0.3143   0.0000   6.4423   0.0040       ML
 par_sim2301   1.3732   1.1771   0.5590   0.0000  18.8624   0.0030       ML
 par_sim2302   1.4985   1.1831   0.5244   0.0000  23.7902   0.0030       ML
 par_sim2303   1.4439   0.7827   0.5234   0.0000  34.4578   0.0030       ML
 par_sim2304   1.2957   0.3761   0.4703   0.0000  32.9546   0.0040       ML
 par_sim2305   1.0701   0.6139   0.5752   0.0000  11.9160   0.0030       ML
 par_sim2306   1.3627   1.4658   0.3975   0.0000   8.0407   0.0040       ML
 par_sim2307   1.3937   1.0814   0.4123   0.0000  22.1321   0.0030       ML
 par_sim2308   1.3101   0.9529   0.4161   0.0000  21.9555   0.0040       ML
 par_sim2309   0.9547   0.6847   0.4759   0.0000   0.9458   0.0040       ML
 par_sim231   1.0919   0.7861   0.5632   0.0000   9.5504   0.0040       ML
 par_sim2310   1.3956   1.1041   0.5926   0.0000  20.5551   0.0030       ML
 par_sim2311   1.7597   0.5990   0.4719   0.0000  54.2995   0.0030       ML
 par_sim2312   1.3666   1.3751   0.6059   0.0000  10.1032   0.0030       ML
 par_sim2313   0.9590   2.5675   0.6374   0.0000 -37.6963   0.0040       ML
 par_sim2314   1.5893   0.5252   0.3202   0.0000  49.1991   0.0030       ML
 par_sim2315   1.2139   0.4685   0.2723   0.0000  25.8839   0.0030       ML
 par_sim2316   0.9842   0.6600   0.0490   0.0000   4.5625   0.0040       ML
 par_sim2317   1.4397   0.6473   0.3823   0.0000  37.7071   0.0040       ML
 par_sim2318   1.3727   0.9305   0.4807   0.0000  24.9311   0.0030       ML
 par_sim2319   1.9274   1.2618   0.6439   0.0000  32.9922   0.0030       ML
 par_sim232   1.1286   0.7611   0.4224   0.0000  12.8033   0.0030       ML
 par_sim2320   1.3204   1.0377   0.5055   0.0000  20.0578   0.0030       ML
 par_sim2321   1.2344   0.9194   0.4263   0.0000  18.5190   0.0040       ML
 par_sim2322   1.3839   1.3036   0.6474   0.0000  14.4903   0.0030       ML
 par_sim2323   1.3259  -0.1819   0.3275   0.0000  36.8848   0.0030       ML
 par_sim2324   1.2997   1.0745   0.4896   0.0000  17.0574   0.0040       ML
 par_sim2325   1.5666   1.1697   0.4078   0.0000  25.7372   0.0050       ML
 par_sim2326   1.3599   0.9804   0.4470   0.0000  24.9949   0.0030       ML
 par_sim2327   1.5426   0.8897   0.6502   0.0000  35.5025   0.0030       ML
 par_sim2328   1.6798   0.9719   0.4250   0.0000  38.2499   0.0030       ML
 par_sim2329   1.4922   0.6277   0.4187   0.0000  40.7425   0.0050       ML
 par_sim233   0.8441   0.7541   0.4546   0.0000  -9.3601   0.0040       ML
 par_sim2330   1.0099   0.4765   0.4668   0.0000   8.8648   0.0040       ML
 par_sim2331   1.3070   0.6416   0.4874   0.0000  29.4036   0.0030       ML
 par_sim2332   1.4150   1.6521   0.5264   0.0000   4.8367   0.0050       ML
 par_sim2333   1.5896   0.9600   0.5550   0.0000  34.5013   0.0030       ML
 par_sim2334   1.6832   0.6623   0.5866   0.0000  45.4632   0.0030       ML
 par_sim2335   1.1902   1.5763   0.6401   0.0000  -3.3259   0.0040       ML
 par_sim2336   1.2454   0.9216   0.4042   0.0000  18.5183   0.0030       ML
 par_sim2337   1.0650  -0.1497   0.4953   0.0000  15.5853   0.0040       ML
 par_sim2338   1.3251   1.3355   0.5408   0.0000  11.5077   0.0030       ML
 par_sim2339   1.4617   0.8462   0.5297   0.0000  33.6671   0.0040       ML
 par_sim234   1.2899   0.5930   0.5732   0.0000  27.4503   0.0030       ML
 par_sim2340   1.7902   0.6440   0.4643   0.0000  54.3984   0.0040       ML
 par_sim2341   1.0268   1.9518   0.4553   0.0000 -20.2909   0.0050       ML
 par_sim2342   1.3067   0.1228   0.5022   0.0000  35.6191   0.0050       ML
 par_sim2343   1.4551   1.1524   0.5243   0.0000  21.8630   0.0040       ML
 par_sim2344   1.2824   0.9827   0.4159   0.0000  19.2798   0.0040       ML
 par_sim2345   1.5063   1.0269   0.5178   0.0000  28.0277   0.0050       ML
 par_sim2346   1.9660   0.3659   0.4824   0.0000  74.4104   0.0030       ML
 par_sim2347   1.2890   0.5700   0.4696   0.0000  30.6032   0.0040       ML
 par_sim2348   1.4837   1.2250   0.6564   0.0000  20.7764   0.0040       ML
 par_sim2349   1.2994   0.9934   0.4624   0.0000  18.6224   0.0050       ML
 par_sim235   1.2474   0.8460   0.3899   0.0000  19.7870   0.0040       ML
 par_sim2350   1.0070   1.8033   0.5196   0.0000 -17.7090   0.0050       ML
 par_sim2351   1.2815   1.4946   0.4671   0.0000   5.0606   0.0040       ML
 par_sim2352   1.2160   0.8681   0.5816   0.0000  17.2177   0.0040       ML
 par_sim2353   1.3513   1.1245   0.4245   0.0000  18.4233   0.0030       ML
 par_sim2354   0.8489   0.8574   0.3158   0.0000 -10.4497   0.0040       ML
 par_sim2355   1.5268   0.2113   0.6383   0.0000  50.5185   0.0040       ML
 par_sim2356   1.4340   0.4556   0.4963   0.0000  41.6737   0.0200       ML
 par_sim2357   1.7804   1.0088   0.5246   0.0000  40.1288   0.0050       ML
 par_sim2358   1.3214   1.3716   0.7426   0.0000   9.6463   0.0040       ML
 par_sim2359   1.6419   1.4946   0.4872   0.0000  16.2189   0.0040       ML
 par_sim236   1.1483   0.9838   0.3657   0.0000  11.5973   0.0050       ML
 par_sim2360   1.4961   1.3183   0.5363   0.0000  18.5999   0.0070       ML
 par_sim2361   1.3362   1.4567   0.5803   0.0000   8.0306   0.0040       ML
 par_sim2362   1.3315   0.0004   0.5337   0.0000  36.7000   0.0040       ML
 par_sim2363   1.1738   1.9174   0.6005   0.0000 -13.0561   0.0060       ML
 par_sim2364   1.0271   1.7276   0.3398   0.0000 -14.1203   0.0040       ML
 par_sim2365   1.5908   0.6536   0.4074   0.0000  45.1638   0.0040       ML
 par_sim2366   1.7108   0.5961   0.4803   0.0000  53.7470   0.0040       ML
 par_sim2367   1.0797   1.9950   0.5085   0.0000 -18.1804   0.0040       ML
 par_sim2368   1.3671   1.0035   0.6829   0.0000  23.5679   0.0040       ML
 par_sim2369   1.1222   0.8362   0.5715   0.0000  12.2347   0.0070       ML
 par_sim237   1.2368   1.3301   0.4905   0.0000   7.1102   0.0100       ML
 par_sim2370   1.2082   1.6563   0.4678   0.0000  -4.0307   0.0040       ML
 par_sim2371   1.8393   1.1196   0.3414   0.0000  36.1535   0.0050       ML
 par_sim2372   1.1851   0.2728   0.4162   0.0000  24.8703   0.0030       ML
 par_sim2373   1.4262   1.4063   0.6935   0.0000  12.3907   0.0040       ML
 par_sim2374   1.3156   0.5497   0.4845   0.0000  33.7881   0.0030       ML
 par_sim2375   1.2623   2.1406   0.4745   0.0000 -15.2919   0.0040       ML
 par_sim2376   1.2001   1.1310   0.6191   0.0000  11.1503   0.0040       ML
 par_sim2377   1.3650   1.2240   0.5642   0.0000  15.8424   0.0040       ML
 par_sim2378   1.7568   1.0794   0.5655   0.0000  37.4065   0.0040       ML
 par_sim2379   1.3951   1.1770   0.5292   0.0000  19.2417   0.0040       ML
 par_sim238   1.3913   1.5645   0.4545   0.0000   6.3821   0.0040       ML
 par_sim2380   1.7255   0.9624   0.5890   0.0000  39.5788   0.0040       ML
 par_sim2381   1.7514   0.7232   0.5331   0.0000  49.9269   0.0040       ML
 par_sim2382   1.6327   1.3269   0.5345   0.0000  22.7000   0.0030       ML
 par_sim2383   1.4484   1.3455   0.4004   0.0000  16.1295   0.0030       ML
 par_sim2384   0.9723   1.5520   0.5462   0.0000 -13.8639   0.0040       ML
 par_sim2385   1.0999   1.5237   0.4767   0.0000  -5.9724   0.0040       ML
 par_sim2386   1.4588   1.2500   0.4418   0.0000  19.0462   0.0030       ML
 par_sim2387   1.3303   1.0547   0.5421   0.0000  19.1342   0.0040       ML
 par_sim2388   1.1790   1.4053   0.4626   0.0000   1.7597   0.0030       ML
 par_sim2389   1.2534   0.2499   0.4977   0.0000  32.7058   0.0030       ML
 par_sim239   1.2108   1.1144   0.6752   0.0000  12.4526   0.0040       ML
 par_sim2390   1.3588   1.2076   0.3632   0.0000  16.7428   0.0040       ML
 par_sim2391   1.3366   0.6424   0.4499   0.0000  29.9092   0.0040       ML
 par_sim2392   1.1544   1.1880   0.5537   0.0000   6.5844   0.0030       ML
 par_sim2393   1.5016   0.4290   0.6428   0.0000  47.4585   0.0030       ML
 par_sim2394   1.3886   1.6684   0.7243   0.0000   3.5128   0.0040       ML
 par_sim2395   1.4154   1.1692   0.4725   0.0000  20.2894   0.0030       ML
 par_sim2396   1.4622   0.9836   0.4474   0.0000  30.3439   0.0030       ML
 par_sim2397   1.4328   2.1599   0.2755   0.0000 -11.0701   0.0040       ML
 par_sim2398   1.2562   1.1976   0.5864   0.0000  11.8927   0.0130       ML
 par_sim2399   0.9749   0.9870   0.3201   0.0000  -3.6877   0.0040       ML
 par_sim24   1.2096   2.1115   0.5229   0.0000 -15.5257   0.0030       ML
 par_sim240   1.2508   0.9799   0.3696   0.0000  18.7737   0.0030       ML
 par_sim2400   0.7634   0.8795   0.2416   0.0000 -23.2221   0.0040       ML
 par_sim2401   1.6491   1.0767   0.4243   0.0000  33.2712   0.0030       ML
 par_sim2402   1.3999   1.0554   0.5948   0.0000  24.0326   0.0030       ML
 par_sim2403   1.5472   1.2637   0.4575   0.0000  22.3923   0.0040       ML
 par_sim2404   0.9945   0.6636   0.1415   0.0000   4.3037   0.0040       ML
 par_sim2405   1.0284   0.6392   0.4014   0.0000   8.0683   0.0030       ML
 par_sim2406   1.4349   0.8816   0.5609   0.0000  30.1323   0.0040       ML
 par_sim2407   1.2064   1.3354   0.6028   0.0000   6.1113   0.0030       ML
 par_sim2408   1.0397   1.1060   0.4338   0.0000   0.3907   0.0050       ML
 par_sim2409   1.7999   0.8849   0.6028   0.0000  46.9617   0.0040       ML
 par_sim241   1.6639   1.1744   0.4870   0.0000  29.7218   0.0030       ML
 par_sim2410   1.0856   0.8693   0.5319   0.0000   8.3684   0.0040       ML
 par_sim2411   0.9277   0.9155   0.5618   0.0000  -5.8255   0.0040       ML
 par_sim2412   1.7850   1.3816   0.5384   0.0000  24.1554   0.0030       ML
 par_sim2413   1.2747   0.6577   0.4178   0.0000  26.8715   0.0030       ML
 par_sim2414   1.0548   1.1819   0.5429   0.0000   0.4768   0.0040       ML
 par_sim2415   1.3457   1.3995   0.5514   0.0000   8.6128   0.0040       ML
 par_sim2416   1.5410   0.2598   0.7389   0.0000  51.6042   0.0020       ML
 par_sim2417   1.9810   0.7277   0.4878   0.0000  56.7809   0.0030       ML
 par_sim2418   1.6312  -0.1501   0.5490   0.0000  56.1199   0.0030       ML
 par_sim2419   1.5645   0.7169   0.6375   0.0000  43.0834   0.0040       ML
 par_sim242   1.3819   0.9968   0.6967   0.0000  24.2496   0.0020       ML
 par_sim2420   1.4093   0.9579   0.6021   0.0000  27.5185   0.0030       ML
 par_sim2421   1.5583   0.6035   0.5631   0.0000  44.7247   0.0030       ML
 par_sim2422   1.0683   1.2790   0.4555   0.0000  -0.8911   0.0040       ML
 par_sim2423   1.4556  -0.0538   0.5498   0.0000  47.9487   0.0030       ML
 par_sim2424   1.2781   1.2842   0.5208   0.0000  10.6095   0.0040       ML
 par_sim2425   1.0010   0.7431   0.4756   0.0000   4.4242   0.0030       ML
 par_sim2426   2.0844   0.5010   0.4552   0.0000  71.8503   0.0030       ML
 par_sim2427   1.5692   0.6050   0.7160   0.0000  44.7913   0.0030       ML
 par_sim2428   2.0151   1.0904   0.4240   0.0000  42.7694   0.0030       ML
 par_sim2429   1.1364   0.8264   0.5522   0.0000  13.3479   0.0030       ML
 par_sim243   1.1407   1.0619   0.4182   0.0000  10.4349   0.0030       ML
 par_sim2430   1.3732   0.9194   0.4917   0.0000  25.7788   0.0030       ML
 par_sim2431   1.3351   0.5695   0.5138   0.0000  31.5552   0.0040       ML
 par_sim2432   1.9100   0.7825   0.6759   0.0000  54.2709   0.0030       ML
 par_sim2433   1.0625   1.2278   0.6743   0.0000  -2.2352   0.0030       ML
 par_sim2434   1.7437   0.5844   0.5085   0.0000  55.8523   0.0260       ML
 par_sim2435   1.3655   0.5454   0.5132   0.0000  35.4018   0.0040       ML
 par_sim2436   1.4103   0.1704   0.5718   0.0000  43.3486   0.0040       ML
 par_sim2437   1.2770   1.0960   0.4070   0.0000  15.0854   0.0030       ML
 par_sim2438   1.1669   0.7301   0.3613   0.0000  16.8449   0.0040       ML
 par_sim2439   1.2175   0.5325   0.5806   0.0000  25.8991   0.0040       ML
 par_sim244   1.2936   0.7365   0.5658   0.0000  25.1287   0.0040       ML
 par_sim2440   1.5464   2.3951   0.5255   0.0000 -14.9422   0.0040       ML
 par_sim2441   1.1888   1.1249   0.4557   0.0000  11.3618   0.0040       ML
 par_sim2442   1.1796   1.0678   0.4491   0.0000  10.7680   0.0040       ML
 par_sim2443   1.6605   0.4589   0.6086   0.0000  53.3000   0.0030       ML
 par_sim2444   1.4817   1.0811   0.6610   0.0000  27.1385   0.0040       ML
 par_sim2445   1.2163   2.1440   0.5062   0.0000 -16.5280   0.0040       ML
 par_sim2446   1.9259   0.7220   0.5522   0.0000  56.8140   0.0030       ML
 par_sim2447   1.5404   0.2083   0.4556   0.0000  51.6425   0.0040       ML
 par_sim2448   1.1515   1.0696   0.5370   0.0000  10.1129   0.0040       ML
 par_sim2449   0.9773   1.8764   0.3428   0.0000 -21.3973   0.0030       ML
 par_sim245   1.1715   0.8833   0.4623   0.0000  15.0377   0.0040       ML
 par_sim2450   1.0363   1.0097   0.5236   0.0000   1.9058   0.0040       ML
 par_sim2451   1.2457   1.8145   0.4606   0.0000  -7.4060   0.0040       ML
 par_sim2452   1.5557  -0.1546   0.3547   0.0000  53.0762   0.0030       ML
 par_sim2453   1.3876   0.6868   0.2866   0.0000  32.2210   0.0030       ML
 par_sim2454   1.1994   1.7510   0.6001   0.0000  -5.8736   0.0040       ML
 par_sim2455   1.0267   1.0249   0.3879   0.0000   0.4945   0.0040       ML
 par_sim2456   1.1058   1.2637   0.5523   0.0000   0.8152   0.0050       ML
 par_sim2457   1.1982   1.7474   0.3168   0.0000  -5.7289   0.0030       ML
 par_sim2458   0.9701   0.5041   0.4579   0.0000   3.6296   0.0040       ML
